0, 9.997500181200000e-01, -3.632896519016437e-05, 2.089229867725149e-02, -4.461562628073475e-02, 2.028969058379139e-02, 1.324153934319978e-02, 9.869200926674587e+00, -2.762977838189445e+00, -4.152951469251514e+00
1, 9.990000128750000e-01, -1.452537504052920e-04, 2.263949663305864e-03, -1.225369942711804e-02, 8.547156634528392e-03, 4.229530765091185e-03, -1.067933376530529e+00, 8.064975812663741e+00, 8.134742995223810e+00
2, 9.977599978450000e-01, -3.251111630156300e-04, 4.639025672386193e-03, -1.535990348696758e-02, 9.552522079314039e-03, 2.519154406176301e-03, -2.135447373387828e-01, 1.475430276078052e+00, 1.490803745713373e+00
3, 9.960200190539999e-01, -5.769983605901485e-04, 5.246051015453345e-03, -1.721959179514408e-02, 3.250081177704487e-03, 3.416304570501372e-03, -1.014060696872754e-01, 6.734547756487597e-01, 6.810348154050044e-01
4, 9.937800168990000e-01, -9.004365425509819e-04, 3.718179497234833e-03, -1.471657535692572e-02, 5.445577231819801e-03, 1.986157252969465e-03, -8.633234276995717e-02, 5.907480902014893e-01, 5.970219490072753e-01
5, 9.910500049590000e-01, -1.293363843462116e-03, 6.537419044616608e-03, -1.977358547320061e-02, 3.512239470365931e-03, 3.072736956637353e-03, -5.467849061642972e-02, 3.735465778087309e-01, 3.775258305931918e-01
6, 9.878399968150000e-01, -1.753609743384430e-03, 5.053945825139331e-03, -1.701983544857313e-02, 5.940344583441887e-03, 1.936391030782417e-03, -3.990203371500994e-02, 2.733628601731882e-01, 2.762585687689211e-01
7, 9.841300249100000e-01, -2.283176811071472e-03, 7.090219274680219e-03, -2.132861578702139e-02, 6.346536659569755e-04, 2.859207886778242e-03, -3.079637334075331e-02, 2.120408559003130e-01, 2.142647337367057e-01
8, 9.799500107769999e-01, -2.876826092032643e-03, 5.601592380210437e-03, -1.867266547672469e-02, 2.465736080904166e-03, 2.028266894068329e-03, -2.419096584336492e-02, 1.674201260836055e-01, 1.691581248666886e-01
9, 9.752799868580000e-01, -3.536324145770189e-03, 7.834879008305871e-03, -2.259037159187110e-02, 1.629702074492455e-03, 2.743616162337184e-03, -1.952518275800673e-02, 1.359486063133874e-01, 1.373430297173820e-01
10, 9.701499938960000e-01, -4.256268552403566e-03, 5.974794950584206e-03, -1.948560886868637e-02, 2.752491204635485e-03, 1.818508221061607e-03, -1.603828135743698e-02, 1.124172014598845e-01, 1.135550734274633e-01
11, 9.645400047300000e-01, -5.038225493362627e-03, 9.166578325203179e-03, -2.481985095340625e-02, 1.147791259760218e-03, 2.885561555527449e-03, -1.341914378027949e-02, 9.477048757429815e-02, 9.571547651929918e-02
12, 9.584699869160000e-01, -5.878077433056352e-03, 7.886389368100679e-03, -2.260021002336377e-02, 1.955199939702477e-03, 2.326225876323866e-03, -1.137579148568860e-02, 8.098675283558932e-02, 8.178151898221937e-02
13, 9.519400000570000e-01, -6.774428848839826e-03, 9.285042720357435e-03, -2.509992882201680e-02, 1.666103290143841e-03, 2.730668112617118e-03, -9.741852058337743e-03, 6.995261229287823e-02, 7.062746843532765e-02
14, 9.449599981310000e-01, -7.724467125531491e-03, 8.018819381201185e-03, -2.275883030545154e-02, 2.797659660671339e-03, 2.013441256168146e-03, -8.419647023200787e-03, 6.102006149480351e-02, 6.159801530184682e-02
15, 9.375399947170000e-01, -8.725349486403867e-03, 1.056312568695846e-02, -2.730806398847123e-02, 8.178565996482374e-04, 2.969176170078066e-03, -7.346965868757261e-03, 5.376476382925030e-02, 5.426427150141024e-02
